ProteinAccession,GN,ProteinDescription,b1_s1_M_30,b1_s2_M_30,b1_s3_F_24,b1_s4_M_6,b1_s5_F_6,b1_s6_F_12,b1_s7_F_30,b1_s8_F_12,b1_s9_M_12,b1_s10_F_30,b1_s11_M_18,b1_s12_F_3,b1_s13_M_3,b1_s14_F_18,b1_s15_M_24,b1_s16_M_12,b1_s17_Ctr_Ctr,b1_s18_IR_IR,b2_s1_F_18,b2_s2_M_3,b2_s3_M_18,b2_s4_F_18,b2_s5_M_24,b2_s6_F_12,b2_s7_F_3,b2_s8_F_30,b2_s9_M_18,b2_s10_M_3,b2_s11_F_6,b2_s12_F_24,b2_s13_M_30,b2_s14_M_12,b2_s15_M_6,b2_s16_F_3,b2_s17_Ctr_Ctr,b2_s18_IR_IR,b3_s1_M_6,b3_s2_F_24,b3_s3_M_24,b3_s4_F_12,b3_s5_M_18,b3_s6_M_24,b3_s7_M_30,b3_s8_F_18,b3_s9_M_12,b3_s10_F_6,b3_s11_F_24,b3_s12_F_30,b3_s13_F_6,b3_s14_F_3,b3_s15_M_6,b3_s16_M_3,b3_s17_Ctr_Ctr,b3_s18_IR_IR,representative_isoform
tr|D3Z2G8|D3Z2G8_MOUSE,Acsbg1,Long-chain-fatty-acid--CoA ligase ACSBG1 (Fragment) OS=Mus musculus GN=Acsbg1 PE=1 SV=1,282301.4397,273501.5902,293596.8844,301119.2895,253875.5713,157893.0597,300789.6911,253175.2825,248463.7916,298088.5986,204968.3971,279745.2337,192824.8974,279704.4686,277056.0607,246737.5938,28194.36791,272196.9321,327219.9865,282098.9604,289331.8893,260870.1091,281348.2613,267304.9658,255320.9887,357483.995,293627.9756,244769.9253,258640.0212,289971.1606,291162.3293,269808.834,214195.9315,268312.8746,28773.13726,272196.9321,315331.166,370399.3942,313216.0588,326072.3148,295522.599,269617.3699,261401.3543,245243.2543,207563.286,300352.7055,307830.3211,326142.551,242137.6253,268819.9535,210019.9496,247116.4214,37714.725,272196.9321,0
sp|Q99PU5|ACBG1_MOUSE,Acsbg1,Long-chain-fatty-acid--CoA ligase ACSBG1 OS=Mus musculus GN=Acsbg1 PE=1 SV=1,4494161.243,4835771.047,5243130.104,5412371.468,4392363.567,2788441.597,4994209.622,3945922.749,4399157.08,5130322.273,3190715.492,4399580.021,3101215.847,4386881.322,4343667.363,3638092.719,476125.757,3792216.554,4226743.584,4032196.638,4079397.933,3471294.574,3679252.086,4310770.305,3502626.376,5153954.642,4010755.435,3471047.871,3908854.072,3952702.652,4693093.142,3862573.556,3065179.947,3830764.513,443293.1114,3792216.554,3860814.896,3997902.522,3842269.351,4204796.325,3955747.346,3929905.781,3352734.052,3445904.257,2939205.717,4122762.327,4556584.188,4709619.261,3529985.133,3712371.578,2979443.936,3201504.821,545013.0949,3792216.554,1
sp|P41216|ACSL1_MOUSE,Acsl1,Long-chain-fatty-acid--CoA ligase 1 OS=Mus musculus GN=Acsl1 PE=1 SV=2,626334.041,988921.8293,719203.484,888627.9445,980352.2169,475546.0114,866497.1857,720245.5901,1015184.302,906587.2237,561080.1858,796326.8373,800746.2825,821445.9027,969035.0969,653131.1636,88311.92042,679460.1403,561641.3963,1192722.737,662025.8554,599243.6699,556819.5998,624557.4301,527731.5692,575612.2205,461727.3746,583408.6785,680571.2359,542521.18,833769.0184,724534.6695,489114.9817,871951.3881,61326.55363,679460.1403,791410.3799,563523.361,737485.5402,699190.7217,665200.6636,589474.7918,541374.7129,611734.8404,480023.9955,919836.6864,799266.4034,1095387.605,625418.6018,855519.3503,468482.5284,539671.1276,89978.9479,679460.1403,1
sp|Q9CZW4|ACSL3_MOUSE,Acsl3,Long-chain-fatty-acid--CoA ligase 3 OS=Mus musculus GN=Acsl3 PE=1 SV=2,94976.8704,91675.58894,85127.6675,98964.55351,88340.08301,115407.7521,75674.61356,70767.62079,97563.55484,94516.29843,114736.4112,88918.57404,105365.5719,82140.86815,77814.17388,96799.23817,16882.43519,82954.85378,60532.87853,80040.27267,69603.27065,72231.6335,64105.84931,87717.24492,72645.91912,76326.95094,78124.85055,76092.07329,63679.20501,83711.61349,79355.32787,71741.93164,109160.476,69128.2083,18407.25482,82954.85378,70242.67758,65455.76055,71538.59806,67793.87055,81162.49004,93901.66755,97536.6251,88531.1421,103311.9522,74799.00063,72778.91512,85772.00721,89560.19956,86342.97885,114796.2282,83311.75405,25802.72724,82954.85378,1
sp|Q9QUJ7|ACSL4_MOUSE,Acsl4,Long-chain-fatty-acid--CoA ligase 4 OS=Mus musculus GN=Acsl4 PE=2 SV=2,54337.36,46801.51683,50406.88139,51064.25343,50318.5883,56521.91063,45250.36525,43885.94752,48966.95676,51228.52151,58780.59945,51253.76785,59088.96887,45451.43837,48435.43165,49896.03158,9646.918544,43055.30068,35318.72845,47286.96725,37751.52211,37383.40692,36665.75188,46952.96955,38609.54563,45117.1843,41957.08449,38325.08129,35049.86848,42173.27182,40997.30251,36731.38879,53945.91459,37014.1185,6443.764409,43055.30068,38582.25519,33962.43396,35770.35937,38147.39924,39572.87412,47194.41681,46865.07835,48989.64474,50801.19929,45184.88582,39778.36936,49112.38189,45798.94401,47581.06427,57578.97525,43565.72683,15016.4922,43055.30068,1
sp|Q8JZR0|ACSL5_MOUSE,Acsl5,Long-chain-fatty-acid--CoA ligase 5 OS=Mus musculus GN=Acsl5 PE=1 SV=1,129017.1934,157646.2431,127046.7498,152192.3308,151833.8956,105354.313,147044.2769,135094.1605,176142.4716,152021.7272,113828.1622,133287.0666,132368.7865,133225.3121,148264.4734,118375.4584,21531.73327,128414.6329,114057.7644,178237.0207,127239.6662,123231.5599,114101.3629,139238.7641,109503.2401,125617.691,105282.2576,120012.8441,120974.2654,110674.675,141340.0725,127943.713,109048.0845,142397.026,15268.29631,128414.6329,141258.4709,112775.5008,129016.9664,136328.417,129210.3002,124367.7289,116737.0114,124336.1051,106320.2736,160024.3076,135903.9098,168276.2276,123885.7959,154936.0172,108474.0327,114036.4713,28847.01371,128414.6329,1
sp|Q91WC3|ACSL6_MOUSE,Acsl6,Long-chain-fatty-acid--CoA ligase 6 OS=Mus musculus GN=Acsl6 PE=2 SV=1,358617.129,345511.401,315772.1618,365343.6432,321321.398,346608.1803,303016.2575,295054.1425,344615.1093,341419.2918,343327.5278,340872.4342,311488.6713,327399.5128,333082.8034,286953.986,73605.67095,273675.0793,228326.4739,257458.2278,280955.2885,235589.5718,235692.4855,352778.9975,242505.3555,290168.4391,263443.3956,291768.384,258581.3444,271723.0016,283457.0892,277539.079,318724.1431,252777.1098,51248.9438,273675.0793,252459.3927,204232.536,254520.9266,236388.619,290816.8916,296257.908,281077.119,274138.1873,276987.7379,279585.6917,271050.0045,266712.5148,275006.3125,290104.9408,319593.6588,270242.5734,87936.82807,273675.0793,1
tr|B1ARG5|B1ARG5_MOUSE,Acsl6,Long-chain-fatty-acid--CoA ligase 6 (Fragment) OS=Mus musculus GN=Acsl6 PE=4 SV=1,117322.0538,103105.6623,100574.8931,115675.2707,105841.4154,109320.314,91574.89391,93600.84544,109176.9344,109545.9096,109189.3508,109643.2051,102058.7459,104803.421,106361.7708,94157.53107,23952.62354,93252.96584,77792.32274,96213.15854,100651.9136,80007.10832,78305.71602,116841.1868,85320.67871,98046.41956,90271.96928,95831.20587,89095.52003,94638.10937,93696.91804,96348.95319,102878.1643,85542.74889,16912.69523,93252.96584,87889.89367,60367.46351,86962.66138,77370.37782,98672.09036,107325.3113,94289.60966,91984.52452,91604.39625,88136.75411,91639.6846,88697.54975,98195.63653,94750.93495,103903.5873,92718.15015,26404.19904,93252.96584,0
sp|P68134|ACTS_MOUSE,Acta1,"Actin, alpha skeletal muscle OS=Mus musculus GN=Acta1 PE=1 SV=1",6584350.367,13778874.81,15778542.66,18644488.79,13903159.01,15414015.35,12766066.95,12277394.79,8674684.17,11534484.69,13615376.55,8242476.244,10522993.35,13267270.36,5847628.96,18753129.91,2156481.535,11014254.1,4980861.057,9016955.743,16628885.04,6040667.377,8089116.277,5838432.469,17014034.3,5673949.765,6228763.974,6807626.76,12842781.32,10252287.99,11869286.99,15945601.42,7097511.596,6824957.133,1111757.193,11014254.1,9467810.258,11386614.33,11772032.34,5548305.522,7312475.889,13679095.05,10150584.82,16879362.32,11606764.95,5581689.058,5175426.55,7982322.629,12290951.88,6452597.069,5734201.044,9285091.511,1832576.005,11014254.1,1
sp|P60710|ACTB_MOUSE,Actb,"Actin, cytoplasmic 1 OS=Mus musculus GN=Actb PE=1 SV=1",6561455.097,13927651.7,15957270.42,18856540.71,14002755.65,15561922.15,12751478.99,12286399.99,8701189.021,11573053.11,13538965.69,8191762.721,10471110.22,13168736.84,5905217.367,18555564.63,2122911.921,10884845.02,5060181.693,8914410.868,16010568.12,6116223.081,8037881.721,5911771.363,16174607.24,5797975.342,6333183.596,6813433.663,12590097.51,10326238.49,11966528.25,15574147.36,7204195.736,6943770.141,1126125.279,10884845.02,9408661.218,11101463.76,11619935.46,5526374.569,7350110.062,13665137.89,10105702.84,16940392.51,11722890.08,5685686.343,5238131.062,8060565.31,12337239.93,6530748.209,5715752.642,9324036.586,1860443.157,10884845.02,1
sp|Q8BFZ3|ACTBL_MOUSE,Actbl2,Beta-actin-like protein 2 OS=Mus musculus GN=Actbl2 PE=1 SV=1,5913210.387,11657754.52,12957557.26,15279719.8,11625203.81,12508509.67,10810537.62,10268361.96,7350262.334,9525413.754,11207053,7148980.92,8805029.326,10596106.17,5525532.717,14509255.36,1845453.916,8782677.382,3921846.641,6955101.675,12832151.44,4717655.168,6252447.95,4720958.545,12933557.15,4522936.799,4853522.818,5288765.933,10112374.82,8155258.054,9509538.551,12577810.59,5595201.118,5517818.775,873158.5893,8782677.382,7624767.145,8775912.14,9192502.262,4357237.252,5747961.21,10955062.53,8077249.782,13643836.54,9461392.993,4444394.933,4163762.774,6445242.932,10026487.43,5065951.069,4552209.814,7496739.031,1431422.208,8782677.382,1
sp|P63268|ACTH_MOUSE,Actg2,"Actin, gamma-enteric smooth muscle OS=Mus musculus GN=Actg2 PE=1 SV=1",6546361.033,13814650.25,15818971.21,18694659.29,13884936.88,15477321.41,12778285.18,12286780.62,8672480.862,11522903.27,13661350.32,8203946.125,10534204.98,13295759.86,5820993.731,18837943.43,2136501.539,11038109.64,4944396.897,9032554.93,16766931.21,6034923.314,8098082.4,5823269.348,17091152.32,5651662.236,6192848.059,6808676.784,12931254.75,10268410.42,11849225.88,16040432.79,7090761.744,6804164.74,1119439.318,11038109.64,9489914.197,11436881.5,11863258.29,5522388.882,7307765.841,13795682.75,10212593.96,16988883.97,11700329.89,5578311.47,5151320.455,7980203.976,12362472.57,6435613.274,5706918.919,9323456.412,1843685.37,11038109.64,1
sp|Q7TPR4|ACTN1_MOUSE,Actn1,Alpha-actinin-1 OS=Mus musculus GN=Actn1 PE=1 SV=1,174965.6241,266474.2281,355879.5858,497031.3015,349090.7111,528609.7301,267301.4769,293959.8037,199617.7244,291833.9787,349815.0978,193709.5932,260868.7764,297596.1031,149664.9569,411987.1196,55783.61082,244596.9038,135376.9601,188877.701,235626.6496,167466.18,169503.2985,155853.1293,312866.3138,152515.1681,146811.1915,174697.3966,283705.3263,252465.7809,277810.3031,338844.8973,185711.7357,140023.3767,39088.77715,244596.9038,186967.614,239615.4966,228496.3901,124217.2756,154951.174,304039.6045,257390.5257,489014.3462,367180.0749,168998.4066,164193.6424,217978.2662,394358.3912,216992.4069,156627.5394,283374.8542,70705.07128,244596.9038,1
