"ProteinAccession","GN","ProteinDescription","Ctr_Avg","b1_s13_M_3","b2_s2_M_3","b2_s10_M_3","b3_s16_M_3","b1_s4_M_6","b2_s15_M_6","b3_s1_M_6","b3_s15_M_6","b1_s9_M_12","b1_s16_M_12","b2_s14_M_12","b3_s9_M_12","b1_s11_M_18","b2_s3_M_18","b2_s9_M_18","b3_s5_M_18","b1_s15_M_24","b2_s5_M_24","b3_s3_M_24","b3_s6_M_24","b1_s1_M_30","b1_s2_M_30","b2_s13_M_30","b3_s7_M_30","b1_s12_F_3","b2_s7_F_3","b2_s16_F_3","b3_s14_F_3","b1_s5_F_6","b2_s11_F_6","b3_s10_F_6","b3_s13_F_6","b1_s6_F_12","b1_s8_F_12","b2_s6_F_12","b3_s4_F_12","b1_s14_F_18","b2_s1_F_18","b2_s4_F_18","b3_s8_F_18","b1_s3_F_24","b2_s12_F_24","b3_s2_F_24","b3_s11_F_24","b1_s7_F_30","b1_s10_F_30","b2_s8_F_30","b3_s12_F_30","b1_s18_IR_IR","b2_s18_IR_IR","b3_s18_IR_IR","b1_s18_IR_IR < 0","b2_s18_IR_IR < 0","b3_s18_IR_IR < 0","b123_Neg"
"Q9JI91","Actn2","Alpha-actinin-2 OS=Mus musculus GN=Actn2 PE=1 SV=2",12308.5519846667,44175.6207453333,46547.3985353333,35703.9443353333,65447.8418953333,100070.054115333,43545.9358553333,40325.2776653333,35938.2578053333,47204.5453453333,87920.7855153333,87719.6369153333,93558.0007153333,69782.1014053333,54637.4967653333,31673.3257553333,32741.4417353333,33838.2065253333,36678.1064353333,56881.4642053333,84940.8351153333,33954.0104353333,58852.0336153333,67298.9994653333,61882.2127153333,40850.5854653333,72740.8548653333,27523.4931953333,50315.3253453333,61658.2967753333,65183.7369053333,35334.3225653333,98940.5261153333,89605.4739153333,54265.2320953333,30680.4555853333,24999.8462453333,63193.8801953333,27320.8471553333,34283.0546253333,126470.064615333,77648.6089553333,61659.6174253333,60850.9718453333,30254.4166853333,50324.4955153333,55975.4584853333,28624.3198153333,42343.3114753333,56069.9563853333,56069.9563853333,56069.9563853333,0,0,0,0
"E9Q2W9","Actn4","Alpha-actinin-4 (Fragment) OS=Mus musculus GN=Actn4 PE=4 SV=1",20675.2534966667,82426.0945033333,56275.8436433333,42035.2561433333,89705.3570033333,172987.935903333,50983.4661133333,51783.0013633333,47385.7435333333,55705.9744133333,142698.632703333,113361.227203333,109896.230703333,124603.653603333,72434.7050733333,38024.3801133333,38900.6883933333,38808.5748033333,45165.7079633333,66531.5594833333,85053.6407033333,48975.8152233333,86392.6491033333,92688.3987033333,76705.9536033333,53284.9475133333,111335.836903333,31607.2578933333,63934.8541933333,114628.309603333,89598.4845033333,49671.7567933333,114656.996603333,185612.582603333,97199.5607033333,42952.3685233333,30728.0714233333,95841.9428033333,35699.2139633333,56720.9774833333,141371.146703333,120340.114703333,81408.2528033333,70817.1356033333,50380.9088833333,83586.9211033333,94918.6332033333,40324.2586933333,70601.8568833333,74387.2902633333,74387.2902633333,74387.2902633333,0,0,0,0
"P57780","Actn4","Alpha-actinin-4 OS=Mus musculus GN=Actn4 PE=1 SV=1",29761.39527,122898.23423,83662.36033,70306.13303,136617.14593,235319.33223,82214.73923,78263.06273,73094.30993,76898.26543,194841.98453,163068.73083,163223.29383,174995.30413,107047.10963,64018.67999,56719.73293,59731.96465,74381.90633,99839.87733,131412.69323,73245.89963,112309.54473,132904.36753,112831.33323,77921.73213,165754.78803,56423.41695,93593.49623,159003.33373,130520.73593,72939.92713,167106.83043,263144.48513,143039.60463,67705.76645,47273.52018,134591.22823,58207.46227,89487.36843,212726.48653,159796.36713,122931.51903,104844.95413,75365.47463,117840.85453,132786.55763,67649.36575,103469.58713,110820.15763,110820.15763,110820.15763,0,0,0,0
"Q9QZB7","Actr10","Actin-related protein 10 OS=Mus musculus GN=Actr10 PE=1 SV=2",16868.9039896667,28929.8237103333,32368.1857003333,4503.46841033333,24480.3470103333,23281.0929303333,13283.5578303333,20619.4304103333,17599.3256203333,19620.2156803333,19206.4925103333,18839.2197503333,33951.0600203333,23732.3376403333,13121.1066503333,18905.7116403333,12192.7505503333,20486.9154203333,17976.1945103333,17573.1158403333,25813.2287103333,29342.1216203333,20666.2598703333,17241.1264903333,16522.3452303333,15881.7677003333,24296.9624103333,18924.0986603333,17212.8388203333,22665.8667703333,28297.2707603333,14332.1051903333,28226.5813703333,41421.7987703333,21715.6314903333,21153.5007103333,12929.0544703333,18793.4357203333,16304.2811203333,29188.5743303333,37474.4633303333,20838.5027203333,12343.4306803333,11153.9876903333,22981.5384103333,22086.0831603333,22701.6698303333,18580.4715603333,24687.4850503333,22028.2787803333,22028.2787803333,22028.2787803333,0,0,0,0
"P61164","Actr1a","Alpha-centractin OS=Mus musculus GN=Actr1a PE=2 SV=1",50780.41801,101611.10909,90313.07749,47077.60407,70431.29769,77679.01079,46176.37787,53434.06659,46959.9527,45965.95803,63353.59849,70077.09639,101841.58369,73118.42749,70157.59229,49297.98739,29049.57241,74102.52839,59772.93509,47549.38518,72087.60249,83916.89679,63521.47619,61461.58799,33787.93654,48826.94787,69914.44899,48882.70324,51416.28989,61200.54039,81939.34529,50149.36379,81073.63429,154472.64789,61202.53089,59982.30119,32020.96591,66260.69939,49118.27318,68618.14129,121278.45839,54649.73849,48526.39671,34757.95859,58857.81619,57396.13939,54120.59279,64445.90569,79161.80509,66222.43219,66222.43219,66222.43219,0,0,0,0
"Q8R5C5","Actr1b","Beta-centractin OS=Mus musculus GN=Actr1b PE=1 SV=1",62470.4209433333,126020.448956667,109535.477056667,50784.0843566667,92596.9441566667,88052.2632566667,57221.5543566667,70334.8445566667,59909.6520566667,59974.0085566667,80998.5099566667,87096.2465566667,137392.446656667,90419.0324566667,80747.4970566667,58839.7169566667,26700.1050566667,85415.2521566667,68025.2833566667,55889.7799566667,75307.4912566667,104934.038056667,82871.4878566667,72835.4615566667,43955.5435566667,62990.8325566667,82053.7914566667,60444.7686566667,67217.9026566667,83551.0675566667,105874.837156667,57043.4526566667,111116.189756667,184089.721856667,84927.5919566667,66658.0548566667,37081.7161566667,83640.4946566667,63002.9323566667,83748.9102566667,157689.701456667,67922.3909566667,62577.7890566667,39075.2643566667,74168.2138566667,75590.0156566667,70398.8527566667,80499.3630566667,103036.644056667,81010.2426566667,81010.2426566667,81010.2426566667,0,0,0,0
"P61161","Actr2","Actin-related protein 2 OS=Mus musculus GN=Actr2 PE=1 SV=1",14452.133446,25968.900124,28984.768304,19764.581294,26882.637804,33417.937384,20741.823634,25568.119584,20309.547904,19031.421404,22981.684194,28165.715094,22750.107414,29694.072284,29990.925104,17215.507244,19815.809594,9849.376784,20622.964514,24360.045194,19465.254954,19109.785034,28724.118574,27815.472774,26205.386514,17218.585294,23159.657114,17860.244994,21115.849294,31744.870934,27365.135314,19772.132914,26245.706384,23336.350754,21606.118524,13548.067404,15878.571304,20527.308784,16190.556064,22446.622894,32602.013924,28246.974754,17940.403104,22623.518344,19977.214754,32510.751464,20416.269504,14852.636514,26830.287334,21695.132684,21695.132684,21695.132684,0,0,0,0
"Q99JY9","Actr3","Actin-related protein 3 OS=Mus musculus GN=Actr3 PE=1 SV=3",9818.09388266667,24883.5802973333,22771.2725473333,17323.0826373333,22692.7099673333,36127.7143273333,16245.0079473333,27182.4161073333,17179.4367573333,14375.1063773333,18814.0322773333,26010.2015873333,24108.6811373333,27372.7547573333,25971.2360873333,13556.2360773333,19323.8225473333,15058.7553273333,13976.3855873333,22033.3312173333,20092.8193873333,16284.3247873333,29052.5705173333,24152.5386773333,25943.8255373333,12604.6463573333,26216.9867773333,15697.2452873333,18906.8492473333,32832.0162673333,24001.7324173333,15805.6814673333,24588.5843073333,21516.8056873333,20022.8025473333,13958.4836873333,12572.6228973333,12162.6474873333,10061.8759973333,15059.1177973333,30930.1047373333,24181.1060273333,12543.3587673333,21311.4940773333,15256.3187173333,24606.5784173333,18665.8392873333,13693.1016673333,21504.7909973333,22206.6550073333,22206.6550073333,22206.6550073333,0,0,0,0
"P37172","Acvr1","Activin receptor type-1 OS=Mus musculus GN=Acvr1 PE=2 SV=2",4623.895497,19287.201723,23924.449243,19865.338923,15071.424543,21916.054323,19605.456833,16039.720623,17977.807133,21942.005793,21691.970773,20889.724363,13286.040933,17314.491513,26111.501343,23893.551093,14446.368453,21701.459733,23856.753733,14675.114413,17512.544643,24940.180583,27548.864013,25522.762113,13526.217423,18099.714753,27233.267203,26456.684613,19701.273153,22093.819393,23301.847373,16838.376033,20319.646863,18048.873423,20933.478803,24511.983843,17348.100333,22572.758563,21652.956683,25963.066633,11512.646763,23101.246363,22903.182283,16939.889033,21200.375723,31488.314603,23961.893373,30331.831463,18536.269743,20945.120473,20945.120473,20945.120473,0,0,0,0
"Q61271","Acvr1b","Activin receptor type-1B OS=Mus musculus GN=Acvr1b PE=1 SV=1",15295.8706,31925.69791,50773.17889,36441.43678,37290.77454,52408.6489,32006.46728,34779.41087,42733.80878,41340.99758,29361.60417,33537.27302,34257.07083,30757.1051,90334.4343,40025.11945,35538.77192,49231.72796,65811.08864,34748.34415,40028.9494,39584.36573,49046.90088,35937.49412,35212.97315,42590.23904,67976.49018,33983.91297,43301.04252,38461.14273,53623.68126,42063.06832,34400.07096,37237.05336,43076.2675,53270.14326,38383.88977,36488.4604,45161.50885,43284.58148,37261.97484,43985.11973,26098.81172,36335.72946,40993.01686,36206.02915,42286.56208,57091.3851,44849.59103,42992.73544,42992.73544,42992.73544,0,0,0,0
