ProteinAccession,GN,ProteinDescription,b1_s13_M_3,b2_s2_M_3,b2_s10_M_3,b3_s16_M_3,b1_s4_M_6,b2_s15_M_6,b3_s1_M_6,b3_s15_M_6,b1_s9_M_12,b1_s16_M_12,b2_s14_M_12,b3_s9_M_12,b1_s11_M_18,b2_s3_M_18,b2_s9_M_18,b3_s5_M_18,b1_s15_M_24,b2_s5_M_24,b3_s3_M_24,b3_s6_M_24,b1_s1_M_30,b1_s2_M_30,b2_s13_M_30,b3_s7_M_30,b1_s12_F_3,b2_s7_F_3,b2_s16_F_3,b3_s14_F_3,b1_s5_F_6,b2_s11_F_6,b3_s10_F_6,b3_s13_F_6,b1_s6_F_12,b1_s8_F_12,b2_s6_F_12,b3_s4_F_12,b1_s14_F_18,b2_s1_F_18,b2_s4_F_18,b3_s8_F_18,b1_s3_F_24,b2_s12_F_24,b3_s2_F_24,b3_s11_F_24,b1_s7_F_30,b1_s10_F_30,b2_s8_F_30,b3_s12_F_30
P47757,Capzb,F-actin-capping protein subunit beta OS=Mus musculus GN=Capzb PE=1 SV=3,1273573.68,1830339.426,1577829.397,1343834.391,1554292.546,1344607.553,1522202.543,1275748.557,1282610.913,1513184.989,1572191.167,1070645.991,1240950.047,1745402.902,1683545.661,1344396.306,1350837.237,1750170.537,1471737.298,1263032.876,1286367.081,1492452.976,1554354.032,1331677.354,1355041.236,1734392.812,1571995.503,1359564.356,1495489.92,1509845.954,1401880.129,1236705.048,1041600.139,1497774.779,1447092.904,1521688.487,1412055.752,1682068.238,1725037.717,1255514.032,1482472.298,1597133.391,1693323.517,1334535.898,1515032.719,1588809.951,1690189.637,1392181.911
F6ST32,Car4,Carbonic anhydrase 4 (Fragment) OS=Mus musculus GN=Car4 PE=4 SV=1,186466.9957,204024.2036,222751.5506,202268.3935,194286.9936,183338.6662,201916.5317,188743.6468,179338.9492,232147.9145,181022.2072,151273.1559,159314.6856,193746.1419,202502.2641,189053.22,213725.9331,206119.6377,198823.7992,184356.6248,202182.1891,207408.6981,193946.5653,151969.399,215390.9781,209838.5393,214326.5609,193050.9709,194283.6857,192709.3395,193663.2932,154754.411,159487.3583,202344.8132,210086.8997,245025.0251,206878.787,185933.7365,231350.4196,152270.7836,227813.5053,213093.5846,265761.675,207001.5603,258110.1045,256327.357,261871.2112,189031.9937
Q9CZ42,Carkd,ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Mus musculus GN=Carkd PE=1 SV=1,66116.18882,61095.86487,60615.85707,62773.90306,58986.14946,55372.83797,49438.96566,67335.40751,64466.30357,65130.0884,44986.96383,55092.11527,62587.71893,51419.34135,66402.95738,50589.13442,76482.89811,49845.9369,59307.88978,60614.84684,62786.0444,53599.96717,66517.48224,61143.73951,68993.63871,54157.52506,50650.40094,55047.87265,61317.47577,41230.87477,52214.93992,57510.56951,56942.53571,64473.33062,53520.22025,57957.70501,64317.43785,51813.13173,49475.81181,66811.77716,59923.06138,51030.00513,58546.55148,61587.12919,87804.24061,65315.79422,52287.90057,69684.90689
Q9ER72,Cars,"Cysteine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Cars PE=2 SV=2",6039.43053,10188.49066,12708.13282,9903.35499,8855.26351,6197.21739,9274.91162,8053.01851,4080.74,8687.39741,7180.72111,11025.30217,6422.75067,4944.22424,11613.528,6917.91838,7378.2399,6767.52375,6134.383,8395.66669,11981.17452,7860.33656,7576.19141,5552.2141,9767.51064,5088.5035,5435.06401,9374.44701,7300.3371,8790.57067,10785.65929,15670.29954,14346.37947,8665.86973,8272.39333,9474.22594,8476.83675,8377.67113,7123.4363,16623.02269,4143.39894,10194.98765,4723.8959,10212.77957,7518.05362,5534.54696,10368.55345,8753.39006
O70589,Cask,Peripheral plasma membrane protein CASK OS=Mus musculus GN=Cask PE=1 SV=2,14084.68258,14152.46907,13595.62118,13356.44378,13742.72648,12687.37174,10339.84199,13332.20408,13808.52691,15349.57385,14621.9651,15145.95019,12156.15792,11014.1901,6343.484594,10933.85477,13917.80395,10975.6955,11875.37771,12569.12282,9586.483934,11311.27028,16340.71858,11573.27174,12459.42684,10407.86867,14363.32068,15821.6225,13120.00109,19111.01991,14470.76455,14082.64794,15254.87297,11936.61397,8764.166124,12164.14484,12468.82737,11290.31204,21961.81097,16152.45852,13097.49597,14456.93835,10420.2687,12340.07631,11935.05468,10522.23001,11635.68837,14738.37088
Q6P9K8,Caskin1,Caskin-1 OS=Mus musculus GN=Caskin1 PE=1 SV=2,59733.20656,46835.37826,21605.06325,56050.69443,30157.58855,21244.06435,26516.6068,26966.48444,21386.6158,37274.50063,42171.30564,82137.54783,28712.05589,25957.67476,32917.47129,17699.42252,37709.63755,36469.94997,22988.84096,49581.73112,32405.97546,24111.37132,22760.91159,20589.39139,28863.65642,41154.8273,38888.16532,43942.06384,21914.99914,45732.3592,39299.37824,74038.82833,71974.52863,26331.3652,24325.50778,17444.93305,26262.8258,26691.76384,38242.61951,92131.25623,16057.60501,27850.95836,18379.97578,38949.82468,26261.52062,20868.96309,24650.92462,48192.35851
O09161,Casq2,Calsequestrin-2 OS=Mus musculus GN=Casq2 PE=1 SV=3,4551.642641,10847.83742,9071.84312,2489.41741,6381.078619,8881.72572,2553.64183,2679.369434,9438.40422,10369.67763,10892.92475,9115.73947,11230.72693,11590.90486,12326.73612,4968.11844,13432.59432,16550.43684,7665.351704,24324.04298,22585.21613,21411.14791,15113.37834,9348.46941,3584.597291,8945.49422,7323.453748,5526.40707,5929.118296,7575.468129,4293.085606,2413.388693,8757.67406,7156.395748,7966.655,4453.825743,12053.0057,10231.03324,10292.17193,15106.02215,10941.87336,9724.6951,12220.18956,11104.04269,14759.02161,24068.18711,11552.01889,12828.43559
Q9R171,Cbln1,Cerebellin-1 OS=Mus musculus GN=Cbln1 PE=1 SV=1,196347.8968,257893.5835,430627.8066,246768.282,236049.6288,274477.0239,302830.1258,264678.1767,333594.6216,289531.6836,337481.7074,218180.0513,324395.9359,396479.4031,408267.7023,394247.134,350164.4947,479837.4708,403732.2235,316872.2118,472068.7056,406526.2977,418564.0746,485557.7479,284334.6347,322811.6462,347326.7651,197070.7928,242419.9023,315724.6083,257930.5791,239275.0742,301297.0943,307347.1839,373885.1386,331502.5532,378338.9593,574693.6034,371839.4881,276935.9979,483322.1766,485080.0131,529417.934,400167.468,505423.689,619389.2357,896696.8676,502058.7009
Q8K1A6,Cc2d1a,Coiled-coil and C2 domain-containing protein 1A OS=Mus musculus GN=Cc2d1a PE=1 SV=2,9666.774672,12695.88793,5481.848022,10263.21742,6532.422582,6076.973402,7139.985872,3368.986822,6203.136822,8556.892342,8644.797912,16630.98537,4022.081012,7690.481922,8634.729192,4362.687052,8906.025452,8593.656502,6308.085332,10573.99105,8130.730292,6052.143902,5911.896912,4095.875372,6553.611242,8675.768572,9772.502672,9161.487782,5847.352832,10577.9131,9124.627542,14021.56025,9972.979412,6510.857062,6354.661832,6356.580882,7165.540392,8827.709022,9857.765112,18567.21243,3992.550592,7583.956582,7620.755672,10191.11582,7923.153712,6665.317782,9796.807142,12720.78984
Q8CH18,Ccar1,Cell division cycle and apoptosis regulator protein 1 OS=Mus musculus GN=Ccar1 PE=1 SV=1,26392.56526,8262.690531,25497.33031,17860.14136,15825.68555,18907.3185,8467.747401,26164.86498,11515.36322,14294.29899,14570.23385,18113.74555,29569.60465,13689.73454,17831.27254,17375.6146,9782.195801,8265.052341,10080.34047,11627.59479,5837.565571,8060.144691,12193.02339,18871.30983,11481.23381,15764.40591,7590.081641,18250.94605,14262.25864,13002.77835,9524.303201,16900.57262,27677.1568,10528.80139,11770.92178,8258.995651,11640.82845,8225.656061,11842.86231,14135.06405,9807.442391,16273.22427,14421.0733,11051.74247,11465.2922,13759.29983,13197.821,12150.53587
Q3TC33,Ccdc127,Coiled-coil domain-containing protein 127 OS=Mus musculus GN=Ccdc127 PE=2 SV=2,3653.11214,12504.52738,22745.01308,13108.30013,6752.70667,14258.83417,16706.14493,10649.98711,6325.86852,5573.62342,13116.22361,9660.80938,3379.27723,15722.71191,14401.66121,19032.99822,9459.38839,18669.70101,23125.59778,9777.12733,9407.71595,10926.95068,9108.39429,15099.25373,8702.75963,8249.17118,12733.80695,11949.17214,4862.65206,9950.16675,13288.75962,14423.50411,6986.22882,7018.65289,15442.59781,16919.82195,8807.34878,14142.49558,11518.18396,12374.02256,8679.21998,9511.31641,17606.35746,14499.87648,10406.29263,4622.51095,12372.02527,16623.25493
Q8CI71,Ccdc132,Coiled-coil domain-containing protein 132 OS=Mus musculus GN=Ccdc132 PE=2 SV=2,43682.73592,34748.62076,9795.232927,44023.84566,23347.23053,33512.74655,20565.81292,44507.63237,19302.2387,35723.3837,23768.6538,64685.34929,39136.23983,13094.89034,16592.75886,12625.5085,23377.36353,24907.31723,18776.67824,37217.90195,20679.04194,13437.34933,23947.25048,23559.95684,25300.35482,19792.22961,13416.36119,35058.9039,21907.13456,28698.47987,23263.15044,55829.91973,63084.10084,18354.92084,26134.27579,16468.06399,27718.40817,20826.6231,23618.09366,61696.50051,19737.34855,30180.91305,17498.07987,32971.04129,18695.01123,20940.33211,26198.6257,40718.08942
Q3TVA9,Ccdc136,Coiled-coil domain-containing protein 136 OS=Mus musculus GN=Ccdc136 PE=2 SV=2,54748.16143,57058.33897,71876.29008,59690.68869,57846.01261,64711.79372,67452.36718,56696.58229,63896.84889,50782.15666,53740.31244,48394.26523,56730.39762,57754.15262,54670.14802,62747.57213,56942.64872,60780.07579,56146.40669,50790.28392,60208.00138,51236.3927,49571.99862,62897.48478,67742.05327,56759.36928,58517.45519,59414.50093,52037.93041,54738.31076,55647.0486,49064.65102,51151.12061,51262.7388,70396.3911,55654.31074,55078.97554,64717.44265,63248.21216,49313.86229,52372.40676,56138.42806,51639.74016,45990.69131,47452.90638,53480.98845,60860.75178,41838.17947
Q6RUT8,Ccdc154,Coiled-coil domain-containing protein 154 OS=Mus musculus GN=Ccdc154 PE=2 SV=2,31788.22587,20090.54809,35177.26158,14892.92476,28539.67613,20295.08523,9689.46339,30428.13646,23555.87546,33190.73136,26083.24732,7708.4379,17781.00196,21595.34477,25148.69744,16953.90101,35252.03905,30333.87541,17724.42061,13775.48374,13261.36417,29550.70899,24134.06305,9630.7891,28390.17168,19243.91582,25508.15142,12115.75127,27807.55018,25205.3976,20218.48853,10635.72717,24206.26624,37862.09009,23863.00525,17529.85696,30515.95865,19094.98564,19034.17038,16652.32489,25735.64417,22509.70804,19584.35945,14869.71937,89712.52073,35287.76969,31624.22687,17104.76765
Q3UHB8,Ccdc177,Coiled-coil domain-containing protein 177 OS=Mus musculus GN=Ccdc177 PE=1 SV=1,72256.75191,55092.84981,67706.46791,61517.79751,107385.8339,55661.52181,92131.71541,64988.77501,68963.93221,83106.69171,71643.01421,62027.21301,83117.94901,68332.43611,65181.60091,79356.64071,88808.10521,82858.99111,63802.98281,61481.34931,89046.56111,81501.62081,75492.92111,96016.45781,83849.47741,76431.10051,63537.98551,55664.40851,79149.88421,58534.06741,74422.43681,54965.40932,76602.94891,96719.97591,66486.22221,78035.62831,80807.09261,65631.45791,80137.07191,66012.01651,86981.28781,82280.13401,67724.41281,55713.63441,87852.07831,95918.06541,43076.87089,56402.42661
Q9JIG7,Ccdc22,Coiled-coil domain-containing protein 22 OS=Mus musculus GN=Ccdc22 PE=1 SV=1,53393.2798,25721.0367,20658.74682,34564.08376,34533.15075,27815.49941,22671.90667,33872.57612,21079.61389,38072.81053,21803.84833,48849.19002,47144.05411,17493.03946,20589.14002,24035.59442,24576.87374,18568.8923,20098.96114,29974.71323,31306.9091,24717.67367,20040.38416,26631.80267,30938.77692,22110.71596,17160.23526,29088.36973,28884.94649,23267.89021,24314.31898,35075.0802,68314.04297,21327.62567,18732.65415,23127.89899,29150.24773,19510.19231,20874.40195,37095.02054,24822.4241,20218.95,25472.00872,35204.11915,24649.10233,24461.16128,25734.63591,32620.76534
Q3UFK1,Ccdc28a,Coiled-coil domain containing 28A OS=Mus musculus GN=Ccdc28a PE=2 SV=1,22897.53192,18903.79451,20037.36372,26210.03789,18198.7683,21792.03046,28363.50914,24522.82876,23979.16724,28306.93629,20056.70073,23461.40433,22452.47097,21306.79189,19629.07297,29420.89141,27666.60335,20786.3443,30795.18545,22381.94043,23468.73327,19700.13595,18908.45357,27874.17297,23328.79862,19066.34776,22285.20144,22713.67271,21164.19054,17592.03052,27837.60838,22372.841,20393.2672,29285.67227,16971.41917,31082.68275,27363.14522,24417.29835,19901.51323,19783.10729,18356.0546,19981.59033,35018.05979,22561.59777,21871.43635,23350.77672,17887.84371,22612.75983
Q9D024,Ccdc47,Coiled-coil domain-containing protein 47 OS=Mus musculus GN=Ccdc47 PE=2 SV=2,14072.45481,13367.692,22722.15376,13649.52844,15797.98173,20144.64377,15246.81717,16511.4579,18075.45369,13065.40117,18586.40134,12639.58882,20053.08543,19412.07346,17914.68027,13624.73982,16177.65347,17866.76464,12521.30699,16847.42498,21385.97275,15319.33913,16461.61769,16648.90553,16539.02639,15985.64414,17382.3593,15629.10273,14499.42856,15279.00915,17981.99766,13135.55676,18634.38288,15322.73446,20851.58106,13450.87684,16332.08924,14430.42082,19194.92709,11425.44941,15889.30265,17390.62544,12271.68492,14579.7644,15398.07667,14071.5936,17617.89374,15248.23821
D3YZV8,Ccdc8,Coiled-coil domain-containing protein 8 homolog OS=Mus musculus GN=Ccdc8 PE=3 SV=2,48145.71434,35844.04751,51621.01391,44944.43408,50996.91115,47571.07649,40506.62899,45666.71406,33760.78005,52459.96157,43842.06911,47759.26508,41768.4582,41900.05399,66828.02594,38157.8763,53214.95313,71355.69578,45652.38975,54673.44191,58834.74362,36656.62305,52125.11587,58106.45862,66687.41566,60837.69653,57664.99431,45354.76929,33696.08672,49530.15219,71234.57403,33936.5654,28856.18697,48848.54823,38776.01321,79301.48547,58906.25341,61070.45458,63666.30524,47505.00123,43670.88949,74029.63028,54629.98924,51387.63767,40623.17778,75576.86669,67638.63925,41963.30923
Q5SP85,Ccdc85a,Coiled-coil domain-containing protein 85A OS=Mus musculus GN=Ccdc85a PE=2 SV=1,224902.7033,254374.7792,236211.8566,172948.9681,233168.5264,204217.6919,232525.3877,196070.7151,223396.9154,215150.5301,203936.0598,158719.8392,219973.387,192996.4459,187746.7,222162.3301,242934.4373,208180.1268,194371.3329,176211.8659,188619.7868,219524.6476,190282.4413,209010.6538,247615.463,238819.0275,232779.5688,200741.2421,249255.7907,181766.1032,230232.5982,185455.3261,182414.5531,258717.4376,204318.9159,220127.8201,243970.4887,207899.5537,236158.0738,182816.0036,215516.3059,209866.0108,242019.9403,196404.149,239738.7698,224989.0896,209849.1322,211287.2018
Q5SNZ0,Ccdc88a,Girdin OS=Mus musculus GN=Ccdc88a PE=1 SV=2,28031.3444,19698.20414,10519.09995,31431.90934,18707.01558,17435.97868,17598.64448,18670.04044,13986.05183,18656.13029,24780.61417,38130.16374,17963.20739,13542.47628,17216.43628,13808.76478,17579.25113,13054.51647,17802.66414,20511.665,16971.82938,12897.75203,17339.04293,14221.35405,15974.55149,21159.5819,15866.5909,24624.55279,15265.71696,23879.30256,19393.27016,37158.18509,35731.2781,16523.73359,17758.86478,14367.71226,17280.67029,16414.88179,16055.8814,44396.67437,13310.71284,19638.85146,13995.97766,23019.80409,15440.75047,13390.57104,18556.07317,28711.59933
Q7TQK5,Ccdc93,Coiled-coil domain-containing protein 93 OS=Mus musculus GN=Ccdc93 PE=2 SV=1,13579.1992,7022.618442,6334.523424,7804.255832,10375.65322,8075.949272,6482.00849,8747.293562,8597.619262,9053.601922,6672.36459,13602.69394,11298.16524,7008.917802,6851.754363,5355.197585,9306.656432,5887.179508,6137.068732,7037.331492,10997.65055,8108.876782,7742.172132,6683.587184,8651.109312,7320.299942,5881.3972,8006.020802,9289.369022,8241.598782,5306.638524,8041.971412,15951.01786,8493.327642,6632.67185,4805.095917,8660.276382,6392.027292,6897.811286,9976.309652,7443.191022,7813.264072,5106.573572,7226.639042,8420.519072,9009.268042,7556.924572,8867.311172
P09240,Cck,Cholecystokinin OS=Mus musculus GN=Cck PE=1 SV=3,23231.74238,50506.23452,42318.40873,34430.06478,19497.28239,48035.08602,43194.60196,32903.14014,35685.29811,38509.49418,44929.48987,27437.4081,25916.61362,54603.79896,38196.90814,38967.38898,24745.73821,48767.63285,44577.22738,30507.46122,33709.9583,21519.34695,37330.29272,35124.42309,31299.99393,48729.31692,47596.25323,38468.41829,23224.98441,50599.19382,40018.76327,30341.29186,21145.48385,36349.69545,37037.85599,46242.93722,24990.54121,61671.16533,72734.59937,33765.49181,21610.86804,45207.66033,40822.93895,29623.04611,31431.82576,28502.94622,40834.85733,30625.62575
Q8BGU5,Ccny,Cyclin-Y OS=Mus musculus GN=Ccny PE=1 SV=1,39335.82619,48834.81968,49710.79607,46629.48122,53699.86649,52597.93178,43515.0336,43084.32582,46169.41814,57928.97513,49105.82627,38131.37439,38533.35052,55992.61868,46690.73364,42916.8079,38254.71041,50156.94046,46897.8403,47381.19287,40407.78512,48902.47825,45918.55108,42518.7936,42982.77061,55340.85153,47819.04398,42779.84443,47359.73888,50640.06785,42118.07278,43227.80625,36238.87963,43887.81738,51768.95509,46841.99072,44911.20004,48929.56489,49274.73907,43432.42902,47946.77116,49890.08472,53224.4131,44883.81277,41281.67778,47352.71005,47280.782,41531.50523
D3YUJ3,Ccnyl1,Protein Ccnyl1 OS=Mus musculus GN=Ccnyl1 PE=1 SV=1,42550.95361,37818.163,38294.54622,35937.29108,49055.74704,37517.1424,33590.66501,29226.14402,45256.86445,48348.12558,36509.79647,28457.38129,40223.94731,41639.32088,38288.03854,33389.90307,46998.84069,38187.47748,36046.77133,33183.9113,43690.75801,48359.55779,34771.90536,32285.1962,44751.96296,40445.98647,36514.68129,29464.56152,53281.10361,37090.108,34324.63186,29846.36556,39151.85698,55119.46676,40172.11322,39117.03062,51525.06384,36944.40908,37882.05616,36105.26739,47514.40353,37303.36624,39604.62301,33825.58021,43169.25821,47937.80027,36837.30613,31145.4116
Q7TSH4,Ccp110,Centriolar coiled-coil protein of 110 kDa OS=Mus musculus GN=Ccp110 PE=1 SV=1,73350.81169,89819.58463,86624.14503,98055.75423,90334.04293,81993.32123,106646.9544,71736.32244,104346.4909,82744.72733,84124.47393,65608.40966,68434.47107,84005.72453,71516.6945,88930.83163,79974.91423,77429.47587,102635.6362,72897.03581,84085.93013,94082.52713,96426.34703,93358.51613,106598.2161,96603.21773,120791.7333,96910.24743,85237.57863,85109.80173,107848.8319,91202.41613,57255.24625,93206.87843,86004.11233,96185.47473,103831.0352,100888.3994,90033.07453,90119.56213,78388.87123,79039.11153,78924.08773,98359.55903,85759.40863,81396.85853,69400.09998,99984.84693
O35710,Ccrn4l,Nocturnin OS=Mus musculus GN=Ccrn4l PE=1 SV=3,82598.15208,86500.70058,48682.24275,57976.45468,57154.33398,51925.36028,53040.15898,44087.67998,49047.85059,64403.39738,65459.29828,67916.45998,58176.03038,90933.90048,81993.86228,30371.08145,57143.64638,86224.40048,39940.30443,44495.80104,62049.74848,39277.93348,71287.49158,35902.88949,61772.89878,58741.34398,86640.06268,47739.57262,53285.52888,70256.78188,41512.53229,67137.60458,96176.61618,61905.00398,58331.80678,43363.68897,62002.28698,84707.69948,79751.84078,52486.72238,51521.06368,68515.96328,49990.77908,53635.73428,55939.62978,51200.14368,58325.40478,37974.73901
Q8QZT2,Ccsap,"Centriole, cilia and spindle-associated protein OS=Mus musculus GN=Ccsap PE=2 SV=1",27755.14949,75570.16379,88253.99449,35292.78059,74489.48889,27981.91719,98214.29359,28789.39199,26436.93949,33520.16289,50738.81109,12939.91959,23176.18349,79061.26199,65180.40449,44838.39449,31825.55969,111093.817,50277.89659,18915.07209,46736.18769,11594.12109,68138.42789,37591.79519,40498.45219,115930.2029,91396.34479,30849.06719,40845.17759,48025.98799,70604.98289,20643.75509,26159.82379,44006.08009,59701.09539,66434.27919,19020.04569,131323.2471,105856.2373,35105.83889,17308.65889,64152.27639,28907.74739,18922.30859,20964.23819,77265.20059,28609.90259,21374.60359
P80314,Cct2,T-complex protein 1 subunit beta OS=Mus musculus GN=Cct2 PE=1 SV=4,155808.2995,130311.795,27387.56276,106382.91,54560.62526,35145.76546,63708.80226,50436.17966,37491.35656,59708.17226,80461.77136,142764.191,76999.58696,48281.25996,58159.75446,11665.78998,121261.647,72625.65196,68323.86796,99301.63196,136140.9793,42529.56206,51587.72006,31860.73446,47675.33926,78617.24126,42483.59326,81739.64176,65340.98406,126976.6217,67188.18736,119862.6311,178206.4793,54743.61586,64310.39436,32021.21576,82306.46126,56365.58556,92898.70096,171355.4287,38247.20976,51419.47126,27889.21146,112536.9734,62265.55936,37765.33846,123016.4852,147175.9421
P80315,Cct4,T-complex protein 1 subunit delta OS=Mus musculus GN=Cct4 PE=1 SV=3,142316.447,129181.4597,25468.41355,103570.7424,51248.268,28317.31537,57434.7982,41990.5444,35584.461,65651.2927,67190.1337,144876.7012,68332.7143,39490.1297,56204.0768,14862.89238,115194.9416,65736.0753,65440.7974,95446.8108,136506.562,44570.5419,45638.775,26420.01147,45081.8516,73400.1875,35001.5964,89186.6037,57565.5326,123098.5466,70935.1953,113575.8097,160192.99,58041.8188,51309.6395,34233.7869,90805.3645,53811.6815,87914.7287,179311.0495,40107.1621,44190.121,29978.56331,109176.9699,63488.0269,39052.0613,112319.2605,152900.3135
P80317,Cct6a,T-complex protein 1 subunit zeta OS=Mus musculus GN=Cct6a PE=1 SV=3,155365.3626,130722.0805,22296.28264,95848.58684,61726.43664,41473.00434,54199.37084,59570.79114,47509.67694,64840.62654,67029.84674,161868.8638,97067.47554,40604.92054,54242.81274,16778.82939,117256.0384,64342.90654,64296.11564,95646.68574,134563.8713,54475.28304,45798.02284,30394.64574,52656.80304,84513.96154,32219.25794,87257.68014,70021.21804,120202.7332,57538.55134,115188.6135,162311.297,73683.28704,51505.12394,28209.20854,80253.41714,47109.73854,82560.04234,168776.964,44906.18674,53525.41914,27053.03354,103969.7082,72204.51354,53897.92744,111265.0194,146324.1463
Q61390,Cct6b,T-complex protein 1 subunit zeta-2 OS=Mus musculus GN=Cct6b PE=2 SV=4,54039.5383,39179.21245,13733.19617,33755.6386,20924.66992,21146.26031,21586.39841,25575.95291,19357.95057,19374.42026,31880.27753,50842.22235,37429.91456,15354.38119,20806.40932,16929.11532,41537.57486,21156.07395,27706.1484,35627.02206,45489.82368,20322.59375,29527.80419,21870.51159,21734.05894,29558.43084,14759.07651,35505.21824,24172.14012,41345.276,27725.08198,39682.02733,48661.14984,28542.45967,19786.29701,20445.82446,24535.9454,15000.32705,27141.11596,51503.64736,12195.85637,24218.66131,15976.67895,35760.61089,23383.94507,25032.40626,31586.92706,45971.33138
P80313,Cct7,T-complex protein 1 subunit eta OS=Mus musculus GN=Cct7 PE=1 SV=1,107914.1357,92005.92729,19920.44843,77737.69679,41662.86553,25565.6085,47833.74529,38029.10665,35076.85471,41600.0871,48173.03539,112546.7519,53986.81209,32031.16903,40667.49248,11105.83394,86664.22059,43044.20869,48952.59359,78566.18519,108980.8815,40743.94186,34089.51912,21433.73598,35083.90297,51029.50069,28822.87151,73001.09129,53764.33669,88549.38409,56935.07049,94039.85689,123419.5119,50767.13209,38663.30388,32427.0431,67187.05829,40578.65929,63215.15109,131370.3649,35056.76568,34029.13963,25047.01524,93815.13899,60173.97539,36601.46207,80155.38999,116819.2564
P42932,Cct8,T-complex protein 1 subunit theta OS=Mus musculus GN=Cct8 PE=1 SV=3,159563.7718,121297.907,20711.00679,98988.3245,55155.2575,37909.9575,55272.3887,56884.4426,36097.2292,66478.0445,67877.163,151179.1266,85499.3324,36248.9795,49416.2534,9750.737487,114629.5665,62397.4973,57830.6249,91908.4488,125851.3241,45644.4157,46227.9735,28569.60045,45504.6017,73521.6535,31916.08242,82782.0256,61453.5949,116507.0231,57460.7409,111312.1035,183865.5156,57178.2865,51898.0776,26378.43077,81109.8417,52296.8374,80736.1068,163773.9537,40093.9586,49049.6112,23703.53686,104339.2865,57607.1446,42341.6015,107854.8682,146767.8241
Q80YT3,Cct8l1,"Gene model 443, (NCBI) OS=Mus musculus GN=Cct8l1 PE=2 SV=1",422959.0071,413066.5073,518077.1373,423085.9036,557256.5116,403673.9909,464623.3055,536453.7238,364695.7013,456241.4642,479071.4024,533724.3646,425451.3302,503480.5035,461529.7654,515272.6312,538169.7508,571971.0393,570551.9229,764633.8526,515592.5272,628668.5011,493819.4688,543984.7098,469738.2304,454241.0817,434197.9591,506627.2746,464761.0279,425388.6048,522612.4592,448876.1721,496294.3191,491426.0963,515701.9236,569340.0331,484728.7508,435543.0945,472048.252,527548.6606,621203.3973,541367.1685,603514.1321,604664.3754,550821.6179,557892.9378,433568.4143,540550.6757
Q8R422,Cd109,CD109 antigen OS=Mus musculus GN=Cd109 PE=2 SV=1,32017.73507,24504.76891,25374.8051,25713.51082,31058.8666,27159.82427,21648.52922,24786.81912,26941.98025,38157.24447,31712.45338,31924.0403,37940.59206,28780.25449,35037.85426,30394.76174,46244.48918,40648.43881,38898.41853,48468.04251,54422.25376,46585.99052,38839.51766,43400.48533,29237.60378,26826.96554,23327.27583,21478.68492,31268.95525,26110.27103,21376.65296,18156.04182,31262.48497,32406.802,27528.25917,25849.87617,38395.52226,27650.15637,37279.96932,21747.9493,52715.66623,43283.81141,37888.35166,49146.72675,78779.02005,73507.86957,71314.36871,72573.47105
P11609,Cd1d1,Antigen-presenting glycoprotein CD1d1 OS=Mus musculus GN=Cd1d1 PE=1 SV=3,85660.35593,77944.04112,69727.75554,75826.65913,77255.19443,89255.76114,90418.22205,83795.12561,87297.71101,75595.59265,99459.96375,74809.46681,100094.3463,114729.222,103140.598,78518.53478,99317.65825,113766.4678,93691.25115,95941.91685,106889.4562,99624.56385,86859.67998,83351.51321,85022.12271,78925.71593,81777.76114,72151.90976,91013.21395,73681.57666,88000.24057,69325.3058,84253.16461,79519.7208,95914.28185,90430.52875,85778.91162,77858.40022,87232.11608,62582.44864,82932.19468,68533.27324,84137.96161,75917.73559,84593.04534,82367.07434,83072.05978,73636.11877
O54901,Cd200,OX-2 membrane glycoprotein OS=Mus musculus GN=Cd200 PE=1 SV=1,240541.7111,284666.2116,229927.7557,242716.4699,208387.2381,226023.0261,246528.042,260697.5351,229366.2306,269406.8483,239660.4836,210212.6518,264882.7095,286858.0182,246305.9635,211622.643,295459.3821,251583.9805,251404.1878,246342.0135,233886.3835,236127.2456,230525.6169,255112.2578,245813.8576,241998.7951,259108.5536,243894.8223,225758.3335,230852.8989,214487.3376,213758.7676,216932.7011,251753.6909,251595.8015,249304.5478,263792.7804,257632.5127,275583.8615,196310.1104,232438.438,234634.6391,257512.4773,241141.917,211300.5465,245053.1301,241625.8265,232519.6842
Q9JLQ0,Cd2ap,CD2-associated protein OS=Mus musculus GN=Cd2ap PE=1 SV=3,25226.95496,16992.25885,46200.79957,40838.42898,27155.60851,34888.07493,46051.10151,40073.69513,30533.68672,23057.23591,33469.4384,38396.32918,30982.45933,20026.73504,37705.02732,31136.90236,25076.8051,28003.62891,28196.90151,23936.08817,26869.44001,20693.48714,29192.67246,32630.15701,31446.1253,30413.53213,32825.60821,31469.8397,24072.6541,31926.40056,41633.57238,24469.86667,28487.61821,28086.9685,37333.99563,44580.25438,28513.50337,38306.94038,18068.73873,33187.31974,21877.70402,27839.21311,31590.61763,25939.24852,25622.05855,28678.46821,26874.48286,23064.12697
